win,score_us,score_opp,rounds,map,ban_a_us,ban_a_opp,ban_d_us,ban_d_opp,location_1,location_2,location_3,location_4,location_5,location_6,location_7,location_8,location_9,side_1,side_2,side_3,side_4,side_5,side_6,side_7,side_8,side_9,operator_1,operator_2,operator_3,operator_4,operator_5,operator_6,operator_7,operator_8,operator_9,win_1,win_2,win_3,win_4,win_5,win_6,win_7,win_8,win_9,kill_1,kill_2,kill_3,kill_4,kill_5,kill_6,kill_7,kill_8,kill_9,death_1,death_2,death_3,death_4,death_5,death_6,death_7,death_8,death_9,mihnea_1,mihnea_2,mihnea_3,mihnea_4,mihnea_5,mihnea_6,mihnea_7,mihnea_8,mihnea_9,kill_m_1,kill_m_2,kill_m_3,kill_m_4,kill_m_5,kill_m_6,kill_m_7,kill_m_8,kill_m_9,death_m_1,death_m_2,death_m_3,death_m_4,death_m_5,death_m_6,death_m_7,death_m_8,death_m_9,date
0,4,5,9,Oregon,Thatcher,Jackal,Fenrir,Clash,1,4,2,4,1,2,1,1,4,1,1,1,2,2,2,1,2,1,Zofia,Zofia,Zofia,Mute,Rook,Rook,Zofia,Rook,Thermite,0,0,0,1,1,1,0,1,0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,1,1,0,1,Hibana,Hibana,Ram,Mira,Mira,Lesion,Ying,Mira,Osa,,,,,,,,,,,,,,,,,,,
0,2,4,6,Border,Thatcher,Jackal,Fenrir,Kapkan,1,1,2,1,1,3,,,,1,1,1,2,2,2,,,,Zofia,Zofia,Zofia,Rook,Rook,Thorn,,,,1,0,0,0,1,0,,,,0,0,0,2,1,0,,,,0,1,1,1,1,1,,,,Ying,Ying,Ram,Doc,Doc,Lesion,,,,,,,,,,,,,,,,,,,,,,
0,2,4,6,Kanal,Jackal,Brava,Clash,nothing,1,2,4,1,1,4,,,,1,1,1,2,2,2,,,,Zofia,Zofia,Ram,Thorn,Thorn,Thorn,,,,0,1,0,0,1,0,,,,1,0,2,0,2,0,,,,1,0,1,1,0,1,,,,Ying,Ram,Zofia,Rook,Fenrir,Fenrir,,,,,,,,,,,,,,,,,,,,,,
1,5,4,9,Villa,Dokkaebi,Fuze,Clash,nothing,1,2,4,2,1,4,1,1,2,1,1,1,2,2,2,1,2,1,Jackal,Jackal,Lion,Valkyrie,Valkyrie,Alibi,Lion,Alibi,Lion,0,0,0,1,1,1,0,1,1,0,0,1,0,0,2,1,0,0,1,1,1,0,0,0,1,0,1,Zofia,Zofia,Ying,Frost,Echo,Fenrir,Ying,Echo,Ying,,,,,,,,,,,,,,,,,,,
1,4,2,6,Kafe,,,,,1,2,4,1,4,3,,,,1,1,1,2,2,2,,,,Thermite,Thermite,Jackal,Alibi,Tachanka,Tachanka,,,,0,1,0,1,1,1,,,,1,0,1,0,0,2,,,,1,0,1,0,0,0,,,,Ash,Ash,Ash,Castle,Kaid,Alibi,,,,,,,,,,,,,,,,,,,,,,
0,1,4,5,Consulate,,,,,1,2,3,1,4,,,,,2,2,2,1,1,,,,,Tachanka,Tachanka,Tachanka,Lion,Lion,,,,,1,0,0,0,0,,,,,0,1,0,1,0,,,,,1,1,1,1,1,,,,,Alibi,Alibi,Kaid,Jackal,Jackal,,,,,,,,,,,,,,,,,,,,,,,
0,1,4,5,Lair,,,,,1,1,4,1,4,,,,,2,2,2,1,1,,,,,Tachanka,Tachanka,Tachanka,Thermite,Ram,,,,,0,1,0,0,0,,,,,0,0,1,0,1,,,,,1,1,1,1,1,,,,,Kapkan,Lesion,Lesion,Brava,Grim,,,,,,,,,,,,,,,,,,,,,,,
0,3,5,8,Coastline,Dokkaebi,Jackal,Warden,Clash,1,2,3,1,2,3,1,1,,2,2,2,1,1,1,1,2,,Thorn,Thorn,Thorn,nokk,Ying,Ying,Ying,Thorn,,1,1,0,0,1,1,0,0,,1,2,0,0,0,0,0,1,,0,0,1,1,1,1,1,1,,Lesion,Fenrir,Alibi,Brava,Grim,Ram,Grim,Lesion,,,,,,,,,,,,,,,,,,,,
1,4,0,4,Kafe,Dokkaebi,Jackal,Fenrir,Mira,1,1,4,1,,,,,,1,1,1,2,,,,,,Ying,Ying,Ying,Thunderbird,,,,,,1,1,1,1,,,,,,0,0,0,0,,,,,,1,1,1,0,,,,,,Hibana,Brava,Ram,Alibi,,,,,,,,,,,,,,,,,,,,,,,,
0,3,4,7,Outback,,,,,1,1,1,1,1,2,1,,,1,1,1,0,0,0,1,,,sledge,sledge,sledge,mute,mute,mute,maverick,,,1,1,0,0,1,0,0,0,0,0,2,0,2,2,0,0,,,1,1,1,1,0,1,1,,,maverick,maverick,maverick,smoke,clash,smoke,ying,,,3,2,0,0,1,0,0,,,0,0,1,1,0,1,1,,,
0,1,4,5,Oregon,,,,,1,1,4,1,4,,,,,0,0,0,1,1,,,,,thorn,mute,mute,sledge,sledge,,,,,0,0,1,0,0,0,0,0,0,0,0,1,0,0,,,,,1,1,1,1,1,,,,,mira,mira,mira,capitao,grim,,,,,0,0,0,0,0,,,,,1,1,1,1,1,,,,,
0,3,4,7,Consulate,,,,,1,4,4,1,4,2,1,,,1,1,1,0,0,0,1,,,maverick,maverick,maverick,mute,mute,mute,sledge,,,0,1,0,1,1,0,0,0,0,0,2,0,0,1,2,1,,,1,0,1,0,0,1,1,,,grim,ying,ying,alibi,kaid,lesion,grim,,,0,1,0,0,2,0,0,,,1,0,1,0,0,1,1,,,
0,1,4,5,Oregon,thatcher,jackal,fenrir,kapkan,1,4,4,1,4,,,,,1,1,1,0,0,,,,,sledge,sledge,sledge,thorn,mute,,,,,0,1,0,0,0,0,0,0,0,0,0,0,1,0,,,,,1,1,1,1,1,,,,,grim,maverick,maverick,mira,mira,,,,,0,0,0,0,0,,,,,0,0,0,0,0,,,,,
1,5,4,9,Skyscraper,jackal,dokkaebi,fenrir,clash,1,2,3,1,2,2,1,1,2,1,1,1,0,0,0,1,0,1,maverick,maverick,maverick,thorn,tachanka,tachanka,maverick,maestro,maverick,0,0,1,1,0,1,1,0,1,0,0,1,0,0,1,1,0,0,1,1,0,0,1,0,0,1,0,thatcher,sledge,sledge,frost,lesion,lesion,ying,frost,ying,0,0,0,3,2,0,2,1,3,0,0,0,0,0,0,0,1,0,
1,4,1,5,Chalet,kali,osa,fenrir,clash,1,1,3,4,1,,,,,1,1,1,2,2,,,,,sledge,finka,ram,mute,thorn,,,,,1,1,1,0,1,,,,,0,1,1,1,0,,,,,1,1,1,1,1,,,,,maverick,grim,fuze,mira,castle,,,,,1,0,2,0,2,,,,,0,0,0,1,0,,,,,
1,4,2,6,Outback,blitz,jackal,caveira,clash,1,1,1,1,1,2,,,,1,1,1,2,2,2,,,,finka,finka,finka,maestro,maestro,alibi,,,,1,1,0,0,1,1,,,,0,1,0,0,0,0,,,,1,1,1,1,0,1,,,,maverick,maverick,maverick,lesion,fenrir,mute,,,,1,2,1,0,2,2,,,,0,0,1,1,0,1,,,,
1,4,1,5,Nighthaven,thatcher,dokkaebi,caveira,nothing,1,4,4,1,4,,,,,1,1,1,2,2,,,,,finka,finka,finka,maestro,ela,,,,,0,1,1,1,1,,,,,0,0,0,2,0,,,,,1,1,0,0,1,,,,,grim,ying,ying,lesion,fenrir,,,,,0,2,1,2,1,,,,,1,0,1,1,1,,,,,
0,3,5,8,Skyscraper,blitz,nothing,fenrir,nothing,1,1,4,1,2,4,1,1,,2,2,2,1,1,1,1,2,,mute,echo,thorn,sledge,osa,ram,sledge,thorn,,0,1,1,0,0,1,0,0,,0,0,0,0,0,1,2,1,,1,0,1,1,1,0,1,1,,frost,frost,kapkan,ying,ying,ying,ying,frost,,2,3,1,1,2,0,0,3,,1,0,1,1,1,1,1,1,,
1,4,1,5,Club House,,,,,1,2,1,1,2,,,,,1,1,1,2,2,,,,,Thermite,iq,Thermite,thorn,thorn,,,,,1,0,1,1,1,,,,,3,1,0,0,0,,,,,0,1,0,1,0,,,,,sens,thatcher,osa,mute,kaid,,,,,0,0,0,0,1,,,,,1,1,1,1,0,,,,,
0,1,4,5,Lair,jackal,fuze,caveira,clash,1,4,4,1,2,,,,,2,2,2,1,1,,,,,thorn,thorn,maestro,nokk,thermite,,,,,1,0,0,0,0,,,,,0,0,0,0,0,,,,,1,1,1,0,1,,,,,lesion,pulse,mute,sledge,sledge,,,,,2,1,0,0,0,,,,,0,1,1,1,1,,,,,
0,0,4,4,Theme Park,blitz,dokkaebi,clash,fenrir,1,2,4,1,,,,,,1,1,1,2,,,,,,ash,ash,ash,alibi,,,,,,0,0,0,0,,,,,,1,1,1,0,,,,,,1,1,1,1,,,,,,ying,ying,ram,azami,,,,,,2,0,2,1,,,,,,1,1,0,1,,,,,,
0,1,4,5,Skyscraper,,,,,1,2,4,1,2,,,,,1,1,1,2,2,,,,,dokkaebi,dokkaebi,dokkaebi,vigil,vigil,,,,,0,0,1,0,0,,,,,0,0,0,0,0,,,,,1,1,1,1,1,,,,,ace,jackal,jackal,frost,oryx,,,,,0,1,0,0,0,,,,,1,1,1,1,1,,,,,
1,4,3,7,Consulate,,,,,1,4,2,1,4,2,1,,,1,1,1,2,2,2,1,,,dokkaebi,dokkaebi,ash,vigil,vigil,vigil,ash,,,0,0,0,1,1,1,1,,,0,1,0,0,0,1,0,,,0,1,1,0,1,0,0,,,amaru,ying,ram,fenrir,lesion,lesion,amaru,,,0,0,0,0,3,1,0,,,0,1,1,1,0,0,1,,,
0,2,4,6,Club House,,,,,2,4,1,2,1,1,,,,1,1,1,2,2,2,,,,brava,ash,ash,castle,castle,castle,,,,1,1,0,0,0,0,,,,1,0,0,1,1,0,,,,0,1,1,1,1,1,,,,amaru,ace,ace,mute,mute,frost,,,,1,1,0,0,1,1,,,,0,0,1,1,1,1,,,,
1,4,1,5,Lair,,,,,1,1,4,1,2,,,,,1,1,1,2,2,,,,,ash,ash,ash,castle,castle,,,,,1,0,1,1,1,,,,,0,0,0,0,0,,,,,0,1,1,1,1,,,,,grim,grim,brava,kaid,kaid,,,,,0,0,0,1,5,,,,,0,1,1,0,0,,,,,
0,2,4,6,Kanal,,,,,1,2,4,1,4,2,,,,1,1,1,2,2,2,,,,thermite,ash,ash,castle,castle,castle,,,,0,0,0,1,1,0,,,,0,0,2,0,1,0,,,,1,1,0,1,1,1,,,,amaru,ram,ram,fenrir,kapkan,lesion,,,,0,2,1,2,1,0,,,,1,1,0,0,0,1,,,,
1,4,2,6,Theme Park,,,,,3,1,2,2,1,4,,,,2,2,2,1,1,1,,,,alibi,alibi,alibi,jackal,jackal,jackal,,,,1,1,1,0,0,1,,,,0,0,2,0,1,2,,,,0,0,0,1,1,0,,,,,kapkan,kapkan,ying,ying,ram,,,,0,3,2,0,1,0,,,,0,0,0,1,1,1,,,,
1,4,0,4,Skyscraper,,,,,2,1,3,1,,,,,,1,1,1,2,,,,,,amaru,amaru,amaru,kapkan,,,,,,1,1,1,1,,,,,,1,0,0,1,,,,,,0,1,1,0,,,,,,dokkaebi,dokkaebi,dokkaebi,vigil,,,,,,0,0,1,2,,,,,,1,1,1,0,,,,,,
1,4,1,5,Border,,,,,1,2,3,1,2,,,,,2,2,2,1,1,,,,,kapkan,ela,ela,amaru,amaru,,,,,1,1,1,0,1,,,,,1,0,0,0,0,,,,,0,1,0,1,0,,,,,castle,castle,pulse,ash,ash,,,,,0,2,1,3,3,,,,,1,0,0,0,0,,,,,
1,4,0,4,Nighthaven,,,,,1,2,4,1,,,,,,2,2,2,1,,,,,,ela,ela,ela,amaru,,,,,,1,1,1,1,,,,,,1,1,0,0,,,,,,0,1,0,1,,,,,,castle,pulse,castle,ash,,,,,,0,1,0,1,,,,,,0,1,1,1,,,,,,
1,4,3,7,Consulate,,,,,1,4,2,1,4,4,1,,,2,2,2,1,1,1,2,,,lesion,lesion,lesion,amaru,amaru,amaru,lesion,,,1,0,1,0,0,1,1,,,0,0,0,0,1,0,1,,,1,1,1,1,0,1,1,,,thorn,ela,fenrir,grim,gridlock,lion,alibi,,,0,1,2,1,0,0,0,,,1,1,0,1,1,1,1,,,
1,4,0,4,Villa,,,,,1,2,3,1,,,,,,2,2,2,1,,,,,,echo,echo,thunderbird,amaru,,,,,,1,1,1,1,,,,,,0,0,0,1,,,,,,1,1,1,0,,,,,,lesion,frost,echo,finka,,,,,,4,0,0,1,,,,,,0,1,1,0,,,,,,
1,4,2,6,Border,,,,,1,2,2,1,1,2,,,,2,2,2,1,1,1,,,,kapkan,kapkan,kapkan,ash,ash,jackal,,,,1,0,1,1,0,1,,,,1,0,2,0,1,0,,,,0,1,0,0,1,1,,,,doc,castle,lesion,amaru,amaru,ram,,,,0,3,3,1,0,3,,,,0,0,0,0,1,0,,,,
1,4,1,5,Border,,,,,1,2,3,1,1,,,,,2,2,2,1,1,,,,,lesion,lesion,lesion,jackal,jackal,,,,,1,0,1,1,1,,,,,0,0,1,0,0,,,,,0,1,0,1,1,,,,,kapkan,alibi,maestro,osa,osa,,,,,0,1,0,2,0,,,,,0,1,0,0,1,,,,,
0,2,4,6,Club House,,,,,1,2,4,1,2,2,,,,1,1,1,2,2,2,,,,thermite,thermite,thermite,mute,kaid,kaid,,,,1,0,0,1,0,0,,,,1,0,0,0,0,0,,,,1,1,1,1,1,1,,,,amaru,amaru,ram,frost,lesion,lesion,,,,4,0,0,1,1,0,,,,0,1,1,1,1,1,,,,
1,4,3,7,Bank,,,,,2,4,1,4,1,1,2,,,1,1,1,2,2,2,1,,,nokk,nokk,nokk,mute,thorn,kaid,nokk,,,0,1,1,0,0,1,1,,,0,0,1,0,0,0,0,,,1,1,1,1,1,1,1,,,ying,ying,amaru,mira,lesion,maestro,ram,,,0,1,0,1,0,1,0,,,1,0,1,0,1,0,1,,,
1,4,0,4,Skyscraper,,,,,2,1,3,1,,,,,,2,2,2,1,,,,,,maestro,maestro,maestro,gridlock,,,,,,1,1,1,1,,,,,,0,0,0,0,,,,,,1,0,0,0,,,,,,frost,frost,kapkan,fuze,,,,,,4,1,0,2,,,,,,0,0,0,0,,,,,,
0,3,4,7,Nighthaven,,,,,1,1,4,1,4,4,1,,,2,2,2,1,1,1,2,,,,kapkan,kapkan,gridlock,gridlock,gridlock,tachanka,,,0,0,0,1,1,1,0,,,0,0,1,1,1,0,0,,,1,1,1,0,1,1,1,,,mozzie,tachanka,tachanka,fuze,fuze,fuze,castle,,,1,0,0,0,1,1,2,,,1,1,1,1,0,0,1,,,
1,4,2,6,Border,,,,,1,1,3,1,2,3,,,,1,1,1,2,2,2,,,,iq,iq,iq,thorn,mute,mute,,,,1,1,0,1,0,1,,,,0,0,1,0,1,1,,,,1,1,1,1,1,1,,,,maverick,maverick,ram,kapkan,alibi,alibi,,,,0,1,0,4,1,2,,,,0,0,1,0,1,0,,,,
1,4,1,5,Consulate,,,,,1,4,2,1,4,,,,,2,2,2,1,1,,,,,thorn,tubarao,melusi,hibana,hibana,,,,,1,1,1,0,1,,,,,1,0,0,0,0,,,,,0,1,0,0,1,,,,,lesion,kaid,alibi,grim,ying,,,,,1,2,1,0,4,,,,,1,0,1,0,0,,,,,
1,4,3,7,Club House,,,,,1,1,2,1,2,4,1,,,1,1,1,2,2,2,2,,,iana,iana,hibana,mute,rook,thorn,thunderbird,,,1,0,0,1,0,1,1,,,1,0,0,0,1,0,1,,,0,1,1,1,1,1,1,,,ying,amaru,maverick,frost,kaid,kaid,frost,,,2,1,0,0,0,0,1,,,1,1,1,1,1,0,1,,,
1,4,1,5,Bank,,,,,1,1,4,1,4,,,,,1,1,1,2,2,,,,,ash,ash,hibana,thorn,mute,,,,,1,1,0,1,1,,,,,2,0,0,0,0,,,,,1,1,1,0,0,,,,,amaru,ying,jackal,lesion,mira,,,,,3,0,0,0,1,,,,,0,1,1,0,0,,,,,
0,2,4,6,Theme Park,,,,,1,1,2,3,1,2,,,,2,2,2,1,1,1,,,,alibi,alibi,alibi,grim,brava,finka,,,,0,1,1,0,0,0,,,,1,0,0,0,1,0,,,,1,0,0,1,1,1,,,,kaid,kaid,kaid,sens,grim,sens,,,,0,0,0,0,1,1,,,,1,1,0,1,1,1,,,,
1,4,2,6,Chalet,,,,,4,1,2,1,4,4,,,,2,2,2,1,1,1,,,,mute,thorn,alibi,lion,lion,lion,,,,0,1,1,0,1,1,,,,0,0,1,0,0,0,,,,1,1,0,1,1,1,,,,mira,lesion,castle,ying,ace,ace,,,,0,0,0,1,1,0,,,,1,1,1,1,1,0,,,,
0,0,4,4,Lair,,,,,2,1,4,1,,,,,,2,2,2,1,,,,,,alibi,alibi,alibi,ash,,,,,,0,0,0,0,,,,,,0,0,0,0,,,,,,1,1,1,1,,,,,,goyo,goyo,thunderbird,iana,,,,,,0,0,0,0,,,,,,1,1,1,1,,,,,,
0,0,4,4,Emerald,,,,,1,2,4,1,,,,,,1,1,1,2,,,,,,ash,buck,maverick,melusi,,,,,,0,0,0,0,,,,,,0,0,1,0,,,,,,1,1,1,1,,,,,,amaru,brava,jackal,tachanka,,,,,,0,0,0,0,,,,,,1,1,1,1,,,,,,
0,4,3,6,Club House,,,,,1,4,2,1,2,4,1,,,1,1,1,2,2,2,1,,,thatcher,ash,iana,thorn,lesion,lesion,ash,,,0,0,0,1,1,1,1,,,1,0,0,0,0,1,0,,,1,1,1,1,0,1,0,,,thermite,iana,ash,lesion,azami,azami,iana,,,0,2,2,2,3,1,0,,,1,1,1,1,0,1,0,,,
0,2,4,6,Kanal,,,,,1,4,2,1,4,4,,,,2,2,2,1,1,1,,,,alibi,mute,mute,blackbeard,ram,fuze,,,,0,0,1,0,1,0,,,,0,0,0,0,0,0,,,,1,1,1,1,1,1,,,,wamai,kapkan,frost,thermite,nomad,nokk,,,,0,0,2,0,2,1,,,,1,1,0,1,0,1,,,,
1,4,2,6,Theme Park,,,,,1,2,2,1,3,1,,,,1,1,1,2,2,2,,,,ash,maverick,brava,thorn,azami,tubarao,,,,0,1,1,0,1,1,,,,2,0,1,3,2,1,,,,1,1,0,0,0,0,,,,amaru,glaz,twitch,lesion,alibi,maestro,,,,0,0,1,0,0,1,,,,1,0,1,1,0,0,,,,
1,4,2,6,Chalet,,,,,1,4,2,4,1,2,,,,2,2,2,1,1,1,,,,wamai,mira,kapkan,ying,amaru,amaru,,,,1,1,1,0,0,1,,,,0,1,0,0,0,5,,,,1,1,0,1,1,0,,,,aruni,tachanka,lesion,hibana,zero,zero,,,,1,0,1,0,1,0,,,,0,1,0,1,1,1,,,,
1,4,0,4,Coastline,,,,,1,1,3,1,,,,,,1,1,1,2,,,,,,jackal,ram,fuze,thorn,,,,,,1,1,1,1,,,,,,0,0,1,0,,,,,,1,1,0,1,,,,,,flores,fuze,ram,castle,,,,,,2,1,1,2,,,,,,0,0,1,0,,,,,,
0,1,4,5,Border,,,,,1,2,2,1,3,,,,,2,2,2,1,1,,,,,kapkan,lesion,rook,amaru,jackal,,,,,1,0,0,0,0,,,,,2,0,0,0,0,,,,,0,1,1,1,1,,,,,wamai,kapkan,tachanka,hibana,nomad,,,,,0,3,0,1,1,,,,,1,1,1,1,1,,,,,
1,4,0,4,Consulate,,,,,1,2,3,1,,,,,,2,2,2,1,,,,,,valkyrie,valkyrie,azami,iana,,,,,,1,1,1,1,,,,,,0,1,1,0,,,,,,1,0,0,0,,,,,,frost,frost,alibi,sledge,,,,,,0,1,0,1,,,,,,1,1,0,0,,,,,,
0,1,4,5,Villa,,,,,1,2,3,1,2,,,,,1,1,1,2,2,,,,,osa,zofia,finka,echo,thunderbird,,,,,0,0,0,1,0,,,,,0,1,0,1,1,,,,,1,1,1,0,1,,,,,finka,gridlock,sledge,alibi,echo,,,,,0,1,2,2,1,,,,,1,0,1,1,1,,,,,
0,1,4,5,Border,,,,,1,1,2,1,1,,,,,1,1,1,2,2,,,,,osa,thermite,blitz,bandit,castle,,,,,1,0,0,0,0,,,,,0,0,0,1,1,,,,,1,1,1,1,1,,,,,buck,montagne,fuze,wamai,kaid,,,,,3,1,0,1,0,,,,,1,1,1,1,1,,,,,
0,0,4,4,Lair,,,,,1,1,1,1,,,,,,2,2,2,1,,,,,,warden,doc,jager,fuze,,,,,,0,0,0,0,,,,,,1,1,0,0,,,,,,1,1,1,1,,,,,,kapkan,mute,kapkan,iq,,,,,,1,0,0,0,,,,,,1,1,1,1,,,,,,
0,1,4,5,Emerald,,,,,1,4,4,1,2,,,,,2,2,2,1,1,,,,,lesion,azami,kapkan,gridlock,jackal,,,,,0,0,1,0,0,,,,,0,0,3,1,2,,,,,1,1,0,1,1,,,,,pulse,aruni,caveira,dokkaebi,fuze,,,,,0,1,1,1,0,,,,,1,1,1,1,1,,,,,
0,3,4,7,Nighthaven,,,,,1,4,4,1,4,4,2,,,2,2,2,1,1,1,1,,,frost,jager,thorn,lion,maverick,flores,brava,,,1,0,1,0,1,0,0,,,3,0,2,1,0,0,0,,,1,1,0,1,0,1,1,,,clash,pulse,echo,dokkaebi,zofia,thermite,blitz,,,0,1,1,0,1,0,2,,,0,1,0,1,0,1,1,,,
0,0,4,4,Coastline,,,,,1,2,3,2,,,,,,1,1,1,2,,,,,,ying,capitao,ying,bandit,,,,,,0,0,0,0,,,,,,1,0,0,0,,,,,,1,1,1,1,,,,,,finka,fuze,capitao,lesion,,,,,,0,1,2,1,,,,,,1,1,1,1,,,,,,
1,4,2,6,Lair,,,,,1,1,1,1,2,1,,,,1,1,1,2,2,2,,,,zero,sledge,buck,mute,vigil,frost,,,,1,1,0,0,1,1,,,,2,1,2,0,0,1,,,,0,1,1,1,1,1,,,,thermite,zero,jackal,jager,azami,rook,,,,0,1,0,0,0,0,,,,1,0,1,1,0,0,,,,
1,4,3,7,Consulate,,,,,4,2,1,1,4,2,1,,,1,1,1,2,2,2,1,,,gridlock,brava,blitz,caveira,solis,mozzie,jackal,,,0,0,0,1,1,1,1,,,0,1,0,0,0,2,0,,,1,1,1,1,1,0,1,,,kali,maverick,thatcher,tubarao,vigil,alibi,ying,,,2,0,1,0,2,2,1,,,1,1,1,1,0,0,1,,,
0,2,4,6,Emerald,,,,,1,2,2,1,2,1,,,,2,2,2,1,1,1,,,,caveira,frost,thorn,flores,maverick,twitch,,,,1,0,0,1,0,0,,,,0,0,0,0,0,1,,,,1,1,1,1,1,1,,,,alibi,bandit,kapkan,ram,,zero,,,,2,2,0,0,1,1,,,,1,1,1,1,1,1,,,,
1,4,1,5,Oregon,,,,,1,4,3,1,1,,,,,2,2,2,1,1,,,,,ela,tachanka,tachanka,brava,capitao,,,,,1,1,0,1,1,,,,,0,0,0,1,1,,,,,1,0,1,0,0,,,,,bandit,alibi,jager,sledge,iana,,,,,1,1,0,0,3,,,,,0,0,1,1,0,,,,,
1,4,2,6,Nighthaven,,,,,1,2,4,1,2,4,,,,1,1,1,2,2,2,,,,lion,lion,lion,mute,bandit,bandit,,,,0,1,0,1,1,1,,,,0,1,0,1,3,0,,,,1,0,1,0,0,0,,,,deimos,deimos,deimos,lesion,frost,thorn,,,,0,1,0,2,2,1,,,,1,0,1,1,0,0,,,,
0,3,5,8,Theme Park,fuze,jackal,fenrir,clash,1,2,3,1,2,4,1,1,,1,1,1,2,2,2,1,2,,ying,ash,lion,thorn,valkyrie,valkyrie,amaru,thorn,,0,1,0,1,1,0,0,0,,0,0,2,0,0,1,0,0,,1,1,1,1,0,1,1,1,,deimos,ying,ram,azami,alibi,mute,ying,alibi,,0,2,0,2,3,1,2,0,,1,0,1,0,0,1,1,1,,
1,4,0,4,Theme Park,,,,,1,2,2,3,,,,,,1,1,1,2,,,,,,amaru,lion,ash,thorn,,,,,,1,1,1,1,,,,,,0,1,0,1,,,,,,0,1,1,0,,,,,,deimos,deimos,ying,alibi,,,,,,0,0,3,1,,,,,,0,1,0,1,,,,,,
0,2,4,6,Kafe,,,,,1,2,3,1,4,2,,,,1,1,1,2,2,2,,,,ash,thermite,ash,caveira,caveira,caveira,,,,0,0,0,1,1,0,,,,0,1,0,1,0,0,,,,1,1,1,0,1,1,,,,deimos,ram,fuze,tubarao,kaid,lesion,,,,0,0,0,0,3,0,,,,1,1,1,0,0,1,,,,
1,4,2,6,Oregon,fuze,dokkaebi,fenrir,clash,1,2,4,1,4,2,,,,1,1,1,2,2,2,,,,ash,ash,thermite,mute,caveira,caveira,,,,0,0,1,1,1,1,,,,1,1,1,0,0,0,,,,1,1,0,1,0,0,,,,ying,ram,ying,mira,mira,alibi,,,,0,0,3,1,0,0,,,,1,1,0,0,0,0,,,,
0,4,5,9,Club House,thatcher,jackal,goyo,fenrir,1,2,4,1,2,2,1,1,4,1,1,1,2,2,2,2,1,2,finka,thermite,thermite,thorn,thorn,thorn,thorn,finka,thorn,0,1,0,1,0,1,1,0,0,0,0,1,0,1,2,0,0,0,1,1,1,1,1,1,1,1,1,ying,ying,ying,frost,kaid,kaid,frost,ying,kaid,0,2,1,0,0,1,1,0,1,1,0,1,1,1,1,1,1,1,
0,2,4,6,Chalet,dokkaebi,jackal,caveira,oryx,4,1,4,1,4,2,,,,2,2,2,1,1,1,,,,mute,thorn,mute,lion,lion,lion,,,,0,1,1,0,0,0,,,,0,4,1,0,0,1,,,,1,0,0,1,1,1,,,,mira,castle,mira,grim,fuze,ying,,,,1,0,2,2,0,0,,,,1,1,0,1,1,1,,,,
1,4,1,5,Coastline,blitz,dokkaebi,caveira,fenrir,1,2,3,1,2,,,,,2,2,2,1,1,,,,,thorn,thorn,thorn,lion,lion,,,,,1,1,1,0,1,,,,,0,0,0,1,0,,,,,1,0,1,1,0,,,,,frost,alibi,lesion,ying,amaru,,,,,2,2,0,0,0,,,,,0,0,1,1,1,,,,,
0,1,4,5,Oregon,blitz,dokkaebi,fenrir,clash,1,4,1,4,1,,,,,1,1,1,2,2,,,,,lion,lion,lion,mute,thorn,,,,,1,0,0,0,0,,,,,1,1,0,0,0,,,,,0,1,1,1,1,,,,,deimos,ying,deimos,mira,mira,,,,,1,0,0,0,0,,,,,1,1,1,1,1,,,,,
1,4,2,6,Oregon,blitz,jackal,fenrir,solis,1,4,2,1,4,2,,,,1,1,1,2,2,2,,,,lion,finka,lion,thorn,mute,thorn,,,,0,0,1,1,1,1,,,,0,0,0,1,0,0,,,,1,1,1,0,0,0,,,,deimos,ying,ram,lesion,mira,alibi,,,,0,2,1,1,0,0,,,,1,1,0,1,1,0,,,,
1,5,4,9,Chalet,thatcher,nothing,fenrir,clash,1,4,4,4,1,4,1,1,4,2,2,2,1,1,1,2,1,2,thorn,mute,mute,finka,iq,iq,thorn,iq,mute,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,1,0,castle,mira,mira,ying,ying,fuze,castle,ying,mira,0,2,1,0,0,2,1,0,1,1,1,0,1,1,0,1,1,0,
1,4,2,6,Nighthaven,jackal,iana,caveira,fenrir,1,2,4,1,1,4,,,,2,2,2,1,1,1,,,,bandit,thorn,bandit,iq,iq,iq,,,,1,0,1,1,0,1,,,,0,1,0,0,2,1,,,,0,0,1,0,1,0,,,,lesion,alibi,echo,lion,finka,ying,,,,2,0,1,3,0,0,,,,0,1,0,0,1,1,,,,
1,4,2,6,Coastline,dokkaebi,capitao,caveira,aruni,1,2,3,1,1,2,,,,2,2,2,1,1,1,,,,thorn,thorn,thorn,jackal,sledge,nokk,,,,1,1,0,1,0,1,,,,0,0,0,0,0,0,,,,1,0,1,0,1,0,,,,lesion,melusi,alibi,ying,lion,lion,,,,3,3,0,0,0,1,,,,0,1,1,1,1,0,,,,
1,4,0,4,Kanal,thatcher,osa,fenrir,solis,1,4,2,1,,,,,,2,2,2,1,,,,,,thorn,thorn,thorn,sledge,,,,,,1,1,1,1,,,,,,0,2,0,0,,,,,,0,0,0,0,,,,,,melusi,kapkan,alibi,grim,,,,,,1,1,2,2,,,,,,0,1,0,0,,,,,,
